obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
1.0,1617086178,0,20210330 14:36:18,14:36:18,4,1617086176.75,0.0008891911876349843,0.8891911876349843,-1.304705298109755,21.925975,51.86194093861273,5.246454554922388,2.218074166295201,0.06873342730651728,2.946476098729288,0.06785495461667414,0.04248733842143772,193.83830175,27.54087125615681,26.352625,3.445310518117174,61.55969502996395,2.156357795780205,3.502872772080183,1.288952722336969,-39.2133313747028,44.64491038212065,3.253426632042342,202.5233073894602,-1.304473840094222,0.8891886264679264,-1.304705298109755,20.4133677540105,22.40866,0.000391872246383358,66.4999155448521,0.8891911876349843,20.0105643037229,21.31588,1.16807511741584e-05,79.88,0,0,1.0,0,53457.50022115934,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.318575,-1.304705298109755,,-0.00129265955311459,,,-,0.0,,,,,,,,,1200.155,1009.318575,0.8409901846011557,0.1615110562802305,9,0.5,0: Broadleaf,2,1.0,1617086176.75,21.925975,19.998475,21.3159,20.010525,17.564275,21.333575,599.9895,101.115,0.04693995,26.633675,26.352625,999.9,0,0,9985.47,0,42.751075,1200.155,0.9669935,0.03300605,0.0,2.68105,0,3794.3975,10373.55,39.8905,42.75,41.5465,40.85925,39.937,1160.5425,39.6125,0,1617086178.7,0.0,2.62215769230769,0.215347004818597,-13.088205131878,3795.22269230769,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0176,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.1,4.1,18.0,645.986,392.551,24.9998,26.9225,30.0001,26.9087,26.9509,4.04813,16.6744,51.729,25,23.3426,20,97.0649,99.6308
2.0,1617086182,4,20210330 14:36:22,14:36:22,4,1617086180,0.0008920250494122835,0.8920250494122834,-1.294835948359188,21.9050857142857,51.51337948556657,5.211135630989212,2.215936399543939,0.06895985256738871,2.949505853287171,0.06807651841454467,0.04262624530426473,193.8187457142862,27.53825252886755,26.3529,3.445366435052963,61.56789965461247,2.156530431473873,3.502686373210253,1.28883600357909,-39.3383046790817,44.50340805124257,3.239773318071142,202.2236224045182,-1.287033644589225,0.8910236341272979,-1.294835948359188,20.3854433131879,22.3696563636364,-0.000502400321454239,66.4999155448521,0.8920250494122834,20.009563102684,21.3188690909091,4.33601841199285e-05,79.88,0,0,1.0,0,53546.01086642386,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.215942857145,-1.294835948359188,,-0.001283011785063003,,,-,0.0,,,,,,,,,1200.03285714286,1009.215942857145,0.8409902586000622,0.1615111990981199,9,0.5,0: Broadleaf,2,1.0,1617086180,21.9050857142857,20.0037714285714,21.3178428571429,20.0097714285714,17.5433857142857,21.3355285714286,599.987142857143,101.115,0.0458184714285714,26.6327714285714,26.3529,999.9,0,0,10002.6742857143,0,43.0787857142857,1200.03285714286,0.966991,0.0330085142857143,0.0,2.77318571428571,0,3793.65142857143,10372.5285714286,39.875,42.7854285714286,41.5711428571429,40.8747142857143,39.937,1160.42142857143,39.6114285714286,0,1617086182.9,0.0,2.65722,1.00222307559093,-9.50615382907843,3794.3432,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0177,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.2,4.2,18.0,646.349,392.551,24.9999,26.9225,30.0001,26.91,26.9509,4.23934,16.6744,51.729,25,26.7622,20,97.0652,99.6301
3.0,1617086186,8,20210330 14:36:26,14:36:26,4,1617086183.6875,0.0008949124294761556,0.8949124294761556,-1.314049714360925,22.1009875,52.01442199693993,5.261816159833348,2.235751714834328,0.06927620522947796,2.950328643485036,0.06838504955298619,0.04281976761661028,193.8140175,27.53662224167055,26.34665,3.444095791247766,61.58119455432596,2.15691716903087,3.502558182966184,1.287178622216896,-39.46563813989846,45.41109263976971,3.304815582529264,203.0642875824005,-0.4907574491244017,0.8935848906933923,-1.314049714360925,21.8702283815722,22.9310163636364,0.211392196718333,66.4999155448521,0.8949124294761556,20.009841234632,21.3232878787879,5.09202368514405e-05,79.88,0,0,1.0,0,53570.12557100492,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.19145,-1.314049714360925,,-0.001302081695560267,,,-,0.0,,,,,,,,,1200.00375,1009.19145,0.8409902469054784,0.1615111765275734,9,0.5,0: Broadleaf,2,1.0,1617086183.6875,22.1009875,21.3944875,21.3216875,20.0099125,17.7392875,21.3393625,600.010625,101.115,0.045715775,26.63215,26.34665,999.9,0,0,10007.35,0,43.0386,1200.00375,0.966990875,0.0330086375,0.0,2.6323125,0,3791.77875,10372.2875,39.8905,42.7655,41.57,40.875,39.944875,1160.39375,39.61,0,1617086186.5,0.0,2.666652,0.00816922239226166,-13.4715384346813,3793.318,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0176,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.2,4.3,18.0,646.168,392.551,25.0001,26.9225,30.0001,26.911,26.9509,4.51951,16.6744,51.729,25,33.474,20,97.0656,99.6306
4.0,1617086190,12,20210330 14:36:30,14:36:30,4,1617086188,0.000897247244084912,0.897247244084912,-1.246599198609515,23.7752,52.01678769166332,5.261966293722801,2.405075487707764,0.06946711629316131,2.95102635675409,0.06857128532656091,0.04293657763892052,193.8097709999996,27.53824329789366,26.3473285714286,3.444233727055738,61.58116180007431,2.157227263751224,3.503063600447729,1.287006463304514,-39.56860346414462,45.70365848281751,3.32537293393879,203.2701989526112,1.718405815154677,0.8965266812229852,-1.246599198609515,26.8719531656296,25.41862,0.747592972232823,66.4999155448521,0.897247244084912,20.009501404329,21.3264987878788,2.93537480063198e-05,79.88,0,0,1.0,0,53590.00514286596,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.169099999998,-1.246599198609515,,-0.001235272858244984,,,-,0.0,,,,,,,,,1199.97714285714,1009.169099999998,0.8409902688622641,0.1615112189041696,9,0.5,0: Broadleaf,2,1.0,1617086188,23.7752,26.3847571428571,21.3251142857143,20.0090142857143,19.4135,21.3428,600.005571428571,101.113142857143,0.0458584428571429,26.6346,26.3473285714286,999.9,0,0,10011.5,0,43.259,1199.97714285714,0.96699,0.0330095,0.0,2.54274285714286,0,3787.21857142857,10372.0571428571,39.875,42.75,41.5442857142857,40.8747142857143,39.955,1160.36714285714,39.61,0,1617086190.7,0.0,2.64827307692308,-0.883299166741862,-37.8581196651518,3791.46884615385,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0177,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.3,4.3,18.0,646.342,392.464,25.0002,26.9225,30.0001,26.911,26.9509,4.80374,16.6744,51.729,25,40.2618,20,97.0662,99.6303
5.0,1617086194,16,20210330 14:36:34,14:36:34,4,1617086191.6875,0.0008994576673893499,0.89945766738935,-1.252546564057848,27.0488,55.25948061384113,5.590085876906614,2.73627462993922,0.06971452871574627,2.949692995084721,0.0688119478138419,0.04308758706153268,193.809429,27.53682643135264,26.3420125,3.443153238025636,61.59228083670966,2.157461116696896,3.502810883747994,1.28569212132874,-39.66608313187033,46.33358613171571,3.372619551161971,203.8495515510073,3.094939880916783,0.8981991838165286,-1.252546564057848,32.7937495208194,29.6469078787879,1.12624076511351,66.4999155448521,0.89945766738935,20.0081240301299,21.3284787878788,7.55280964995761e-06,79.88,0,0,1.0,0,53551.35945156057,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1673,-1.252546564057848,,-0.001241168400975585,,,-,0.0,,,,,,,,,1199.975,1009.1673,0.8409902706306381,0.1615112223171316,9,0.5,0: Broadleaf,2,1.0,1617086191.6875,27.0488,31.7276,21.327075,20.008525,22.6871,21.3447375,600.00675,101.114875,0.045791275,26.633375,26.3420125,999.9,0,0,10003.75,0,43.238175,1199.975,0.96699,0.0330095,0.0,2.668,0,3780.795,10372.025,39.88275,42.781,41.562,40.89825,39.976375,1160.365,39.61,0,1617086194.9,0.0,2.631352,-0.744661549286168,-74.1046152542623,3787.274,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0177,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.4,4.4,18.0,646.187,392.459,25.0003,26.9232,30.0002,26.911,26.9521,5.10987,16.6744,51.729,25,46.9971,20,97.0664,99.6311
6.0,1617086198,20,20210330 14:36:38,14:36:38,4,1617086196,0.0009008780381686204,0.9008780381686204,-1.217784826466661,32.1659142857143,59.4202835305834,6.010914230881628,3.253881342215474,0.06984712387342633,2.949044187236727,0.06894093386324505,0.04316852167041509,193.815325714286,27.53987351539058,26.3419714285714,3.443144891429363,61.59184812898718,2.157852130008678,3.503470338298098,1.285292761420684,-39.72872148323616,46.83812116749132,3.410148620088224,204.3348740186293,4.19943576028148,0.8998527698721834,-1.217784826466661,39.2486497617501,34.9311072727273,1.3748149396602,66.4999155448521,0.9008780381686204,20.0102864072727,21.3325151515151,4.2904722905015e-05,79.88,0,0,1.0,0,53531.83774178752,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.197942857144,-1.217784826466661,,-0.001206685799436913,,,-,0.0,,,,,,,,,1200.01142857143,1009.197942857144,0.840990276283083,0.1615112332263502,9,0.5,0: Broadleaf,2,1.0,1617086196,32.1659142857143,38.5083428571429,21.3312285714286,20.0102714285714,27.8042142857143,21.3489142857143,600.013428571428,101.113714285714,0.0455847571428571,26.6365714285714,26.3419714285714,999.9,0,0,10000.1785714286,0,43.1957571428571,1200.01142857143,0.96699,0.0330095,0.0,2.77291428571429,0,3772.24,10372.3428571429,39.857,42.75,41.589,40.8837142857143,39.937,1160.4,39.6114285714286,0,1617086198.5,0.0,2.641372,0.48637690440819,-99.5807690585133,3782.1784,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0177,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.4,4.5,18.0,646.11,392.67,25.0004,26.9248,30.0002,26.911,26.9532,5.4187,16.6744,51.729,25,53.7077,20,97.0665,99.6313
7.0,1617086202,24,20210330 14:36:42,14:36:42,4,1617086199.6875,0.000903058387966688,0.9030583879666879,-1.087127560163859,37.3231,61.36983659573328,6.208076164422086,3.775546104492172,0.07015332500973422,2.949764248042571,0.06923944840936831,0.04335577153682986,193.819875375,27.53867246056153,26.3311375,3.440943821415857,61.60040702346122,2.158093660066155,3.503375650170981,1.282850161349703,-39.82487490933094,48.49946980058998,3.530045047497187,206.0245153137563,4.837340572447596,0.9019947571653459,-1.087127560163859,46.0394604146736,40.8749927272727,1.51870180938398,66.4999155448521,0.9030583879666879,20.0093623411255,21.3349515151515,1.53969951617518e-05,79.88,0,0,1.0,0,53552.89995158015,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.2219375,-1.087127560163859,,-0.001077193746755885,,,-,0.0,,,,,,,,,1200.04,1009.2219375,0.8409902482417253,0.1615111791065298,9,0.5,0: Broadleaf,2,1.0,1617086199.6875,37.3231,44.629525,21.3338,20.0096875,32.9614,21.351475,600.006875,101.112625,0.045802475,26.6361125,26.3311375,999.9,0,0,10004.3775,0,43.1294375,1200.04,0.966990875,0.0330086375,0.0,2.67135,0,3764.58125,10372.55,39.875,42.781,41.538875,40.867125,39.976375,1160.42875,39.61125,0,1617086202.7,0.0,2.64817692307692,0.987719649990615,-118.232478720072,3775.14153846154,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0177,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.5,4.5,18.0,646.215,392.482,25.0001,26.9248,30.0002,26.9117,26.9532,5.72825,16.6744,52.1176,25,60.3969,20,97.0665,99.6295
8.0,1617086206,28,20210330 14:36:46,14:36:46,4,1617086204,0.0009013677132835264,0.9013677132835264,-0.9967704552929945,43.8607857142857,65.69913859484006,6.646048866060418,4.436906349086311,0.07019655878717625,2.949192157314745,0.06928138836534015,0.04338209805720148,193.8097709999996,27.53920098446829,26.3176428571429,3.438203907098865,61.61233796639257,2.158510056819412,3.503373071148193,1.279693850279453,-39.75031615580351,50.63368180525334,3.685849776702079,208.3789864261514,5.266193305212609,0.8982751374924773,-0.9967704552929945,52.8441049675267,47.2070824242424,1.59310927607856,66.4999155448521,0.9013677132835264,20.0176851193074,21.3406303030303,3.00014316393709e-05,79.88,0,0,1.0,0,53536.22553247424,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.169099999998,-0.9967704552929945,,-0.000987714006793308,,,-,0.0,,,,,,,,,1199.97714285714,1009.169099999998,0.8409902688622641,0.1615112189041696,9,0.5,0: Broadleaf,2,1.0,1617086204,43.8607857142857,51.8186285714286,21.3378285714286,20.0192571428571,39.4990857142857,21.3554714285714,600.041142857143,101.113142857143,0.0457004428571429,26.6361,26.3176428571429,999.9,0,0,10001.0757142857,0,43.1239428571429,1199.97714285714,0.96699,0.0330095,0.0,2.86997142857143,0,3755.01857142857,10372.0571428571,39.875,42.75,41.5622857142857,40.8747142857143,39.937,1160.36714285714,39.61,0,1617086206.9,0.0,2.724668,0.672299993399175,-128.995384419829,3766.0164,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0177,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.6,4.6,18.0,646.466,392.598,25.0002,26.9248,30.0003,26.9133,26.9532,6.03714,16.6744,52.1176,25,67.1179,20,97.0674,99.6304
9.0,1617086210,32,20210330 14:36:50,14:36:50,4,1617086207.6875,0.0009114971627030863,0.9114971627030863,-0.8639491464247342,49.677425,68.13275550417893,6.892214160945034,5.025298764605,0.07105046193429229,2.948315634281916,0.07011277659682955,0.04390370162201727,193.814616,27.53578594590808,26.3167375,3.438020154147899,61.63871215164954,2.1592973345725,3.503151281389506,1.278722819575399,-40.1970248752061,50.59166841501605,3.683849774242026,207.893109314052,5.499136428199702,0.8993908355648945,-0.8639491464247342,59.6795702808848,53.7035284848485,1.62329152384584,66.4999155448521,0.9114971627030863,20.0251532820779,21.3496133333333,0.00250066666667166,79.88,0,0,1.0,0,53510.8558676256,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1946,-0.8639491464247342,,-0.0008560778529975629,,,-,0.0,,,,,,,,,1200.0075,1009.1946,0.8409902438109762,0.161511170555184,9,0.5,0: Broadleaf,2,1.0,1617086207.6875,49.677425,57.9925875,21.3456625,20.0254625,45.315725,21.363325,600.0405,101.11325,0.04535,26.635025,26.3167375,999.9,0,0,9996.08625,0,43.0616,1200.0075,0.966990875,0.0330086375,0.0,2.7152,0,3746.35875,10372.3375,39.875,42.75,41.562,40.8905,39.95275,1160.3975,39.61,0,1617086210.5,0.0,2.72958,0.0808538353019621,-135.131538273462,3758.1268,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0177,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.6,4.7,18.0,646.234,392.746,25,26.9267,30.0001,26.9133,26.9555,6.34674,16.6744,52.1176,25,73.8401,20,97.0672,99.6302
10.0,1617086214,36,20210330 14:36:54,14:36:54,4,1617086212,0.0009047124369558542,0.9047124369558542,-0.79170649352967,56.5912571428571,73.39516262423119,7.424471820571614,5.724630601324534,0.07057827871796508,2.94849251849429,0.06965298239982264,0.04361523748409081,193.8088590000002,27.53837346502563,26.3145142857143,3.437568962872618,61.65548982876165,2.160001837689156,3.503340649288845,1.277567125183462,-39.89781846975317,51.09400563977538,3.720180136152644,208.7252263061751,5.750470232884876,0.9010784248670828,-0.79170649352967,66.6063924183513,60.3260369696969,1.66628798543773,66.4999155448521,0.9047124369558542,20.0299417000866,21.3546042424242,0.000639792207795011,79.88,0,0,1.0,0,53515.82032347,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.164300000001,-0.79170649352967,,-0.000784516944891599,,,-,0.0,,,,,,,,,1199.97142857143,1009.164300000001,0.8409902735779424,0.1615112280054287,9,0.5,0: Broadleaf,2,1.0,1617086212,56.5912571428571,65.2936428571428,21.3528571428571,20.0300714285714,52.2295571428571,21.3705428571429,599.986857142857,101.111857142857,0.0456518142857143,26.6359428571429,26.3145142857143,999.9,0,0,9997.22857142857,0,40.3177571428571,1199.97142857143,0.96699,0.0330095,0.0,2.83211428571429,0,3735.12142857143,10372.0142857143,39.9104285714286,42.7854285714286,41.5531428571429,40.8927142857143,39.937,1160.36142857143,39.61,0,1617086214.7,0.0,2.75245,0.26385981417498,-143.768888984651,3748.88923076923,15,1617085932.5,14:32:12,1617085932.5,1617085930.5,3.0,0.041,0.004,4.362,-0.018,400,20,0.24,0.04,100,100,4.362,-0.0177,4.36170000000004,0.0,0.0,0.0,-0.017669999999999,0.0,0.0,0.0,-1,-1,-1,-1,4.7,4.7,18.0,646.539,392.659,25,26.9271,30,26.9145,26.9555,6.65584,16.6744,52.1176,25,80.5349,20,97.0664,99.6306
