obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME.1,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time.1,hhmmss.1,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
1.0,1617082892.5,0,20210330 13:41:32,13:41:32,2,1617082891.25,0.001177005837846435,1.177005837846435,-1.296405121011646,21.91885,43.36185566860047,4.386170756273908,2.217151858442531,0.0953075695813409,2.949502483284322,0.09362914485639966,0.05866655330966074,193.811463,27.6605634515244,26.28095,3.430763523271593,61.93395690567167,2.194536633339422,3.543349630771701,1.236226889932171,-51.90595744902779,87.13148999870184,6.346983049459131,235.3839785991332,-1.308861515103156,1.17821275277723,-1.296405121011646,20.417227897631,22.4016557575757,-5.18758727162179e-05,66.5001345329119,1.177005837846435,19.9674802888312,21.6949593939394,-5.551515151518e-05,79.88,0,0,1.0,0,53510.68043259525,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1835,-1.296405121011646,,-0.001284607924140304,,,-,0.0,,,,,,,,,1199.995,1009.1835,0.8409897541239756,0.1615102254592728,9,0.5,0: Broadleaf,2,1.0,1617082891.25,21.91885,19.994325,21.695275,19.966325,17.598275,21.717175,600.00925,101.1055,0.047245625,26.8289,26.28095,999.9,0,0,10003.595,0,45.2903,1199.995,0.967009,0.0329912,0.0,2.75025,0,4008.905,10372.25,40.73425,43.5625,42.4215,41.87475,40.7965,1160.405,39.59,0,1617082893,0.0,2.56566538461538,0.48102222295631,17.0916239102893,4006.98346153846,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.32,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.4,6.3,18.0,646.822,392.817,24.9992,27.8989,30,27.9067,27.948,3.98628,23.5803,47.208,25,23.3772,20,96.8399,99.4131
2.0,1617082895,2.5,20210330 13:41:35,13:41:35,2,1617082893.75,0.001178676674137079,1.178676674137079,-1.313043787906523,21.9093,43.60567754773712,4.410858669982963,2.216198240526428,0.09542878842110518,2.947542775702109,0.09374503467706172,0.05873945073003106,193.812261,27.66177566608512,26.28185,3.430945852171951,61.92849312523634,2.194488211115493,3.543584060212216,1.236457641056458,-51.97964132944519,87.10935240283308,6.34965364622582,235.2916257196137,-1.32022277860328,1.179133967739343,-1.313043787906523,20.3817418255343,22.3918878787879,-0.000109622813610789,66.5001345329119,1.178676674137079,19.9651435619048,21.6950175757576,-4.55187165778545e-05,79.88,0,0,1.0,0,53453.3925475691,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1877,-1.313043787906523,,-0.00130108976546833,,,-,0.0,,,,,,,,,1200,1009.1877,0.84098975,0.1615102175,9,0.5,0: Broadleaf,2,1.0,1617082893.75,21.9093,19.96775,21.694675,19.964375,17.588775,21.7166,600.01025,101.10675,0.046561175,26.830025,26.28185,999.9,0,0,9992.34,0,45.416025,1200,0.967009,0.0329912,0.0,2.646775,0,4009.425,10372.3,40.75,43.531,42.406,41.8745,40.812,1160.41,39.59,0,1617082895.4,0.0,2.57525,0.380598285995655,16.9094017165519,4007.66230769231,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.32,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.4,6.4,18.0,647.002,392.759,24.999,27.8989,30,27.9056,27.948,4.08099,23.5803,47.208,25,26.7963,20,96.8405,99.4111
3.0,1617082896.5,4,20210330 13:41:36,13:41:36,2,1617082895,0.001179582776514962,1.179582776514962,-1.321542305201432,21.9132,43.73144017888986,4.423538370453957,2.21657189022153,0.09552202917702667,2.94769091783939,0.093835098050862,0.05879601889156274,193.811862,27.66122520627467,26.2807,3.430712877856489,61.92991125742601,2.194502974127619,3.54352675398752,1.23620990372887,-52.01960044430983,87.2527819022822,6.359743635353365,235.4047870933257,-1.279372447291341,1.179629924338155,-1.321542305201432,20.3857620897769,22.4078296969697,0.000131280015557853,66.5001345329119,1.179582776514962,19.9643574777489,21.6952218181818,1.68843995512668e-05,79.88,0,0,1.0,0,53457.73665295201,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1856,-1.321542305201432,,-0.001309513636739795,,,-,0.0,,,,,,,,,1199.9975,1009.1856,0.8409897520619835,0.1615102214796281,9,0.5,0: Broadleaf,2,1.0,1617082895,21.9132,20.03295,21.695025,19.964,17.592675,21.716975,600.011,101.10575,0.046609775,26.82975,26.2807,999.9,0,0,9993.28,0,45.474425,1199.9975,0.967009,0.0329912,0.0,2.729575,0,4009.8275,10372.275,40.73425,43.56225,42.3905,41.87475,40.7965,1160.4075,39.59,0,1617082897.2,0.0,2.57696,0.738015375232096,16.9769230760005,4008.2364,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.321,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.4,6.4,18.0,646.866,392.795,24.999,27.8989,30,27.9056,27.9471,4.17522,23.5803,47.208,25,26.7963,20,96.8409,99.4112
4.0,1617082899,6.5,20210330 13:41:39,13:41:39,2,1617082897.75,0.001181339755830665,1.181339755830665,-1.280419992598119,21.9953,43.07574366419904,4.357142137255648,2.22484025345407,0.09572002427182924,2.948977845567684,0.09402688460409712,0.05891643017411576,193.813458,27.6565944131661,26.277525,3.430069737879932,61.94556635059615,2.194560787846805,3.542724551788176,1.235508950033128,-52.09708323213231,87.18356038351811,6.351701537504014,235.2516366888898,-0.742412970041709,1.181656128432442,-1.280419992598119,20.9040409645513,22.5529896969697,0.0691622596983143,66.5001345329119,1.181339755830665,19.9629398774026,21.6964642424242,-2.69131997882549e-06,79.88,0,0,1.0,0,53495.89056684243,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.194,-1.280419992598119,,-0.001268755058589448,,,-,0.0,,,,,,,,,1200.0075,1009.194,0.8409897438141012,0.1615102055612152,9,0.5,0: Broadleaf,2,1.0,1617082897.75,21.9953,20.9207,21.69595,19.961975,17.67475,21.7179,600.0185,101.104,0.0467119,26.8259,26.277525,999.9,0,0,10000.7625,0,45.548625,1200.0075,0.967009,0.0329912,0.0,2.628825,0,4009.78,10372.375,40.7495,43.5935,42.406,41.9685,40.812,1160.4175,39.59,0,1617082899.6,0.0,2.60566,0.930661531108041,13.3723077134935,4008.7392,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.32,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.5,6.5,18.0,646.672,392.887,24.9989,27.8981,30,27.9056,27.9457,4.38255,23.5803,47.208,25,33.5145,20,96.8411,99.4125
5.0,1617082900.5,8,20210330 13:41:40,13:41:40,2,1617082899,0.001182407635805414,1.182407635805414,-1.283278691448885,22.196825,43.29043298065667,4.378882348437044,2.245237076452352,0.095861653292916,2.94763966108142,0.0941627912407548,0.05900187277814369,193.81266,27.65526580003992,26.2746,3.42947733202655,61.95250866428898,2.194626037657257,3.542432881208402,1.234851294369293,-52.14417673901877,87.38634085958117,6.369227349004566,235.424051469567,-0.1925011149611144,1.182614347372406,-1.283278691448885,21.8503631275701,22.9144109090909,0.200322313027271,66.5001345329119,1.182407635805414,19.9618240263203,21.6967569696969,3.48739002935232e-05,79.88,0,0,1.0,0,53457.15223767281,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1898,-1.283278691448885,,-0.001271593006041961,,,-,0.0,,,,,,,,,1200.0025,1009.1898,0.8409897479380252,0.1615102135203885,9,0.5,0: Broadleaf,2,1.0,1617082899,22.196825,21.94745,21.696475,19.96105,17.876275,21.7184,600.003,101.1045,0.0467717,26.8245,26.2746,999.9,0,0,9993.1125,0,45.5658,1200.0025,0.967009,0.0329912,0.0,2.624775,0,4009.0675,10372.325,40.7185,43.64025,42.406,41.984,40.7965,1160.4125,39.59,0,1617082900.8,0.0,2.623516,0.110115375336973,9.38230770466215,4008.8796,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.32,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.5,6.5,18.0,646.846,392.828,24.9988,27.8972,29.9999,27.9056,27.9457,4.46969,23.5803,47.208,25,33.5145,20,96.8413,99.4125
6.0,1617082902.5,10,20210330 13:41:42,13:41:42,2,1617082901.5,0.001183028751485731,1.183028751485731,-1.30255845452108,23.1002333333333,44.45623458903927,4.496921299051917,2.336678584005567,0.09605897454725952,2.947577067681717,0.09435314298136319,0.0591214533775718,193.8133250000006,27.65226046661648,26.2661,3.427756317793178,61.96520380670678,2.19470572015551,3.541835716383082,1.233050597637668,-52.17156794052074,88.27967693436197,6.434109417100914,236.3555434109427,1.168837443906876,1.183104623946227,-1.30255845452108,23.9901691524438,23.8886448484848,0.46628717969177,66.5001345329119,1.183028751485731,19.9606446780952,21.6966363636364,1.79871441692421e-05,79.88,0,0,1.0,0,53455.89324830733,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.193300000003,-1.30255845452108,,-0.001290692729055055,,,-,0.0,,,,,,,,,1200.00666666667,1009.193300000003,0.8409897445014194,0.1615102068877395,9,0.5,0: Broadleaf,2,1.0,1617082901.5,23.1002333333333,24.8945333333333,21.6967,19.9605,18.7797,21.7186333333333,599.983666666667,101.107,0.0468953,26.8216333333333,26.2661,999.9,0,0,9992.51,0,45.6088666666667,1200.00666666667,0.967009,0.0329912,0.0,2.59406666666667,0,4006.96666666667,10372.3666666667,40.75,43.5416666666667,42.3956666666667,41.7913333333333,40.7913333333333,1160.41666666667,39.59,0,1617082903.2,0.0,2.620524,0.0663153785742276,-4.9538461660765,4008.7472,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.32,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.5,6.5,18.0,646.938,392.756,24.9988,27.8965,30,27.9051,27.9457,4.6219,23.5803,47.208,25,36.8578,20,96.8411,99.4118
7.0,1617082904.5,12,20210330 13:41:44,13:41:44,2,1617082903.125,0.001183939213675877,1.183939213675877,-1.243260759190892,24.176925,44.51187723441103,4.502539415913422,2.445584516573198,0.09608785087408549,2.94938785717593,0.09438203126722497,0.05913950827496742,193.813857,27.6513198049091,26.269075,3.428358586964126,61.96712544497544,2.194743663809737,3.541787113811807,1.233614923154388,-52.21171932310617,87.82376118655063,6.397038710947954,235.8229375743924,2.095987594467156,1.184107824325082,-1.243260759190892,26.8703062744967,25.4106412121212,0.748379152403633,66.5001345329119,1.183939213675877,19.9601596422511,21.6974036363636,-3.13073593084002e-06,79.88,0,0,1.0,0,53508.70460211177,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1961,-1.243260759190892,,-0.001231931791245419,,,-,0.0,,,,,,,,,1200.01,1009.1961,0.8409897417521521,0.1615102015816535,9,0.5,0: Broadleaf,2,1.0,1617082903.125,24.176925,27.363575,21.697125,19.95965,19.856375,21.719075,600.0515,101.10675,0.0469127,26.8214,26.269075,999.9,0,0,10002.82,0,45.6225,1200.01,0.967009,0.0329912,0.0,2.699525,0,4003.965,10372.4,40.734,43.59375,42.406,41.906,40.7965,1160.42,39.59,0,1617082905,0.0,2.63584615384615,-0.177203427034342,-20.203418790632,4008.09653846154,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.32,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.6,6.5,18.0,646.73,392.763,24.9988,27.8965,30,27.9039,27.9447,4.74841,23.5803,47.208,25,40.2438,20,96.8411,99.4121
8.0,1617082907,14.5,20210330 13:41:47,13:41:47,2,1617082905.75,0.001185039379169383,1.185039379169383,-1.23997450804996,26.60145,46.81095386589212,4.735152884422289,2.690864472836453,0.09619439256941203,2.947945859367206,0.09448400411935583,0.05920364108091669,193.813059,27.65070934794973,26.268475,3.428237113474115,61.97109004967288,2.194793725203319,3.54164130959143,1.233443388270796,-52.26023662136981,87.76492993081635,6.395838870842088,235.7135911802887,3.247293087413112,1.185802723450051,-1.23997450804996,30.932819576404,28.0375957575758,1.06671341095057,66.5001345329119,1.185039379169383,19.9585209250216,21.6974975757576,5.49494949720784e-07,79.88,0,0,1.0,0,53466.82244519396,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1919,-1.23997450804996,,-0.001228680598853359,,,-,0.0,,,,,,,,,1200.005,1009.1919,0.8409897458760589,0.1615102095407936,9,0.5,0: Broadleaf,2,1.0,1617082905.75,26.60145,31.519675,21.697375,19.957275,22.2809,21.7193,600.00375,101.10775,0.04705445,26.8207,26.268475,999.9,0,0,9994.53,0,45.58125,1200.005,0.967009,0.0329912,0.0,2.599525,0,3998.6,10372.35,40.7655,43.5465,42.3905,41.984,40.812,1160.415,39.59,0,1617082907.4,0.0,2.63115384615385,0.154420503989611,-48.6741880858823,4006.49230769231,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.32,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.6,6.6,18.0,646.663,392.782,24.9989,27.8964,29.9999,27.9032,27.9434,4.91158,23.5803,47.208,25,47.0172,20,96.8412,99.413
9.0,1617082908.5,16,20210330 13:41:48,13:41:48,2,1617082907,0.001186049821436553,1.186049821436553,-1.238294504263785,28.017925,48.15189591435794,4.870793979152968,2.834146772560765,0.09628638573780292,2.947455335096733,0.09457247604128473,0.05925924439305614,193.813059,27.64940241128622,26.268,3.428140949626807,61.97556602167278,2.194800574642789,3.541396578573029,1.233340374984019,-52.30479712535199,87.63909401249323,6.387678717756953,235.5350346048982,3.536991668423535,1.186442782961161,-1.238294504263785,33.3026703666386,29.8519006060606,1.18976747604437,66.5001345329119,1.186049821436553,19.9570170701299,21.6974290909091,1.13690753692765e-05,79.88,0,0,1.0,0,53452.74353711274,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1919,-1.238294504263785,,-0.001227015896841607,,,-,0.0,,,,,,,,,1200.005,1009.1919,0.8409897458760589,0.1615102095407936,9,0.5,0: Broadleaf,2,1.0,1617082907,28.017925,33.373275,21.69745,19.9564,23.697375,21.719425,600,101.108,0.046770475,26.819525,26.268,999.9,0,0,9991.72,0,45.57335,1200.005,0.967009,0.0329912,0.0,2.550575,0,3996.105,10372.35,40.75,43.562,42.3905,41.96825,40.7965,1160.415,39.59,0,1617082909.2,0.0,2.642368,-0.0209153876488101,-75.9369230799176,4004.5092,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.32,-0.022,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.6,6.6,18.0,646.799,392.796,24.9989,27.8954,30,27.9032,27.9434,5.04616,23.5803,47.208,25,47.0172,20,96.8411,99.4134
10.0,1617082910.5,18,20210330 13:41:50,13:41:50,2,1617082909.5,0.001187495101066277,1.187495101066277,-1.196263117868428,31.0371,50.39304452254368,5.097515196542412,3.139562024989961,0.09636020108653888,2.952443011031918,0.09464653197003615,0.05930551039147917,193.8143889999995,27.64653939816384,26.2709666666667,3.428741590490477,61.98170383909291,2.194864108381008,3.54114839127199,1.23387748210947,-52.36853395702281,87.12550596919529,6.339573801493208,234.9109348136652,3.891541013350114,1.188050913915297,-1.196263117868428,36.2135335269845,32.370373939394,1.26280045574879,66.5001345329119,1.187495101066277,19.9556523650216,21.6981406060606,5.41906873582155e-06,79.88,0,0,1.0,0,53598.38626882451,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.198899999997,-1.196263117868428,,-0.001185359117878975,,,-,0.0,,,,,,,,,1200.01333333333,1009.198899999997,0.8409897390029001,0.161510196275597,9,0.5,0: Broadleaf,2,1.0,1617082909.5,31.0371,36.9294666666667,21.698,19.9546666666667,26.7165666666667,21.7199333333333,600.026,101.108666666667,0.0464678333333333,26.8183333333333,26.2709666666667,999.9,0,0,10020,0,45.5923333333333,1200.01333333333,0.967009,0.0329912,0.0,2.79256666666667,0,3990.45333333333,10372.4,40.75,43.583,42.4163333333333,41.8536666666667,40.7913333333333,1160.42333333333,39.59,0,1617082911,0.0,2.64975,0.228988032427985,-92.7863246521322,4002.40538461538,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.321,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.7,6.6,18.0,646.929,392.793,24.9988,27.8942,30.0001,27.9027,27.943,5.19293,23.5803,47.208,25,50.4329,20,96.8412,99.4136
11.0,1617082913,20.5,20210330 13:41:53,13:41:53,2,1617082911.75,0.001188361703445006,1.188361703445006,-1.139479837111539,33.94125,52.25273296823041,5.285645056827239,3.433340039727937,0.09656791055563915,2.950329769334274,0.09484570778131345,0.05943074216251139,193.813857,27.64680691351199,26.2626,3.427047884119126,61.98149556220004,2.19484920307911,3.541136242633129,1.232198681040016,-52.40675112192478,88.38465335151795,6.435529157450802,236.227288387044,4.322128408340002,1.188757081280146,-1.139479837111539,40.0242183535731,35.7177745454545,1.3465621815024,66.5001345329119,1.188361703445006,19.9540149911688,21.6978224242424,-2.34343434363241e-06,79.88,0,0,1.0,0,53536.76658625519,-,-,0.0,0.0,,0,-,-,0.0,0.0,,0.5,1009.1961,-1.139479837111539,,-0.00112909655230687,,,-,0.0,,,,,,,,,1200.01,1009.1961,0.8409897417521521,0.1615102015816535,9,0.5,0: Broadleaf,2,1.0,1617082911.75,33.94125,40.4847,21.6978,19.953425,29.620675,21.719725,600.02425,101.10875,0.04662995,26.818275,26.2626,999.9,0,0,10007.975,0,45.643425,1200.01,0.967009,0.0329912,0.0,2.7945,0,3985.115,10372.4,40.70275,43.59375,42.3905,41.89025,40.75,1160.42,39.59,0,1617082913.4,0.0,2.66795769230769,0.291128197471017,-114.99247865908,3998.51346153846,15,1617082512,13:35:12,1617082511,1617082512,2.0,-0.012,-0.035,4.321,-0.022,400,20,0.13,0.05,100,100,4.321,-0.0219,4.32055000000003,0.0,0.0,0.0,-0.0219400000000007,0.0,0.0,0.0,-1,-1,-1,-1,6.7,6.7,18.0,647.068,392.915,24.9989,27.8942,30.0001,27.9013,27.9416,5.37206,23.5803,46.835,25,57.2229,20,96.8421,99.4135
